full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Nicolas Haas,26,822384000,1996/01/23,Serie A,2022/2023,Midfielder,Empoli,845,392,453,Switzerland,15,8,7,1,1,0,0,0,0,0,0,6,4,2,8,4,4,2,0,0.11,0,0.11,0.23,0,845,0.85,106,56,423,0,0.21,147,237,-1,11
Nicolò Barella,25,855302400,1997/02/07,Serie A,2022/2023,Midfielder,Inter Milan,1615,878,737,Italy,20,11,9,5,3,2,5,5,0,0,0,7,7,0,20,4,16,4,0,0.56,0.28,0.28,0.31,0.24,323,1.11,81,81,404,323,0.22,56,31,-1,3
Nicolò Bertola,19,1048406400,2003/03/23,Serie A,2022/2023,Defender,Spezia,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nicolò Cambiaghi,22,977990400,2000/12/28,Serie A,2022/2023,Forward,Empoli,418,171,247,Italy,15,8,7,1,1,0,1,0,1,0,0,6,4,2,3,3,0,1,0,0.43,0.22,0.22,0.53,0,418,0.65,139,28,418,418,0.22,74,51,-1,9
Nicolò Casale,24,887443200,1998/02/14,Serie A,2022/2023,Defender,Lazio,1227,630,597,Italy,14,7,7,1,1,0,1,0,1,0,0,8,4,4,11,5,6,4,0,0.15,0.07,0.07,0.14,0,1227,0.81,112,88,307,1227,0.29,187,168,23,9
Nicolò Fagioli,21,981964800,2001/02/12,Serie A,2022/2023,Midfielder,Juventus,565,345,220,Italy,12,6,6,2,1,1,2,1,1,0,0,7,3,4,5,5,0,0,0,0.64,0.32,0.32,0.26,0.41,283,0.8,113,47,0,283,0,45,18,-1,8
Nicolò Rovella,21,1007452800,2001/12/04,Serie A,2022/2023,Midfielder,Monza,904,570,334,Italy,15,9,6,0,0,0,0,0,0,0,0,8,5,3,7,4,3,4,1,0,0,0,0,0,0,0.7,129,60,181,0,0.5,248,217,-1,15
Nicolò Zaniolo,23,930898800,1999/07/02,Serie A,2022/2023,Midfielder,Roma,898,511,387,Italy,13,7,6,1,0,1,0,0,0,0,0,4,2,2,8,5,3,4,0,0.1,0,0.1,0,0.23,898,0.8,112,69,225,0,0.4,155,359,-1,9
Nikita Contini Baranovsky,26,832662000,1996/05/21,Serie A,2022/2023,Goalkeeper,Sampdoria,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Niklas Pyyhtiä,19,1064473200,2003/09/25,Serie A,2022/2023,Midfielder,Bologna,33,25,8,Finland,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,24
Nikola Milenković,25,876639600,1997/10/12,Serie A,2022/2023,Defender,Fiorentina,1286,715,571,Serbia,16,9,7,2,0,2,1,1,0,0,0,3,1,2,17,12,5,2,0,0.21,0.07,0.14,0,0.32,643,1.19,76,80,643,1286,0.14,123,166,85,5
Nikola Moro,24,889689600,1998/03/12,Serie A,2022/2023,Midfielder,Bologna,415,170,245,Croatia,9,3,6,0,0,0,1,0,1,0,0,2,2,0,6,1,5,0,0,0.22,0.22,0,0,0,0,1.3,69,46,0,415,0,226,53,-1,12
Nikola Vlašić,25,875948400,1997/10/04,Serie A,2022/2023,Midfielder,Torino,1765,845,920,Croatia,21,10,11,4,2,2,2,2,0,0,0,5,4,1,18,5,13,1,0,0.31,0.1,0.2,0.21,0.2,441,0.92,98,84,1765,883,0.05,87,129,-1,1
Nikolaos Nestoras Botis,18,1080720000,2004/03/31,Serie A,2022/2023,Goalkeeper,Inter Milan,0,0,0,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Norbert Gyömbér,30,710146800,1992/07/03,Serie A,2022/2023,Defender,Salernitana,809,485,324,Slovakia,14,8,6,0,0,0,0,0,0,0,0,3,2,1,10,4,6,3,0,0,0,0,0,0,0,1.11,81,58,270,0,0.33,346,348,74,27
Norberto Bercique Gomes Betuncal,24,886233600,1998/01/31,Serie A,2022/2023,Forward,Udinese,1205,624,581,Portugal,21,10,11,7,3,4,1,1,0,0,0,6,3,3,16,9,7,1,0,0.6,0.07,0.52,0.43,0.62,172,1.2,75,57,1205,1205,0.07,15,163,-1,1
Ola Aina,26,844758000,1996/10/08,Serie A,2022/2023,Defender,Torino,672,374,298,Nigeria,11,6,5,1,0,1,1,1,0,0,0,3,3,0,4,2,2,4,0,0.27,0.13,0.13,0,0.3,672,0.54,168,61,168,672,0.54,131,101,4,10
Ola Solbakken,24,905151600,1998/09/07,Serie A,2022/2023,Forward,Roma,1,1,0,Norway,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,24
Oliver Abildgaard,26,834390000,1996/06/10,Serie A,2022/2023,Midfielder,Hellas Verona,10,10,0,Denmark,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,31
Olivier Giroud,36,528447600,1986/09/30,Serie A,2022/2023,Forward,AC Milan,1268,618,650,France,19,9,10,6,5,1,4,3,1,1,0,3,2,1,18,10,8,6,1,0.71,0.28,0.43,0.73,0.14,211,1.28,70,67,211,317,0.43,26,35,-1,2
Omar Colley,30,719910000,1992/10/24,Serie A,2022/2023,Defender,Sampdoria,1384,620,764,Gambia,16,7,9,1,0,1,0,0,0,0,0,2,1,1,22,7,15,5,0,0.07,0,0.07,0,0.12,1384,1.43,63,87,277,0,0.33,181,302,116,5
Ondrej Duda,28,786614400,1994/12/05,Serie A,2022/2023,Midfielder,Hellas Verona,122,90,32,Slovakia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.74,122,61,122,0,0.74,-1,-1,-1,13
Pablo Ignacio Galdames Millán,26,851932800,1996/12/30,Serie A,2022/2023,Midfielder,Cremonese,31,31,0,Chile,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.9,31,31,0,0,0,-1,-1,-1,30
Pablo Marí Villar,29,746780400,1993/08/31,Serie A,2022/2023,Defender,Monza,1137,584,553,Spain,14,7,7,1,1,0,0,0,0,0,0,4,2,2,16,8,8,2,0,0.08,0,0.08,0.15,0,1137,1.27,71,81,569,0,0.16,169,281,91,11
Pablo Rodríguez Delgado,21,996908400,2001/08/04,Serie A,2022/2023,Forward,Lecce,50,17,33,Spain,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,18
Panagiotis Retsos,24,902646000,1998/08/09,Serie A,2022/2023,Defender,Hellas Verona,122,32,90,Greece,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,2.21,41,61,0,0,0,-1,-1,-1,26
Paolo Ghiglione,25,854870400,1997/02/02,Serie A,2022/2023,Midfielder,Cremonese,470,242,228,Italy,6,3,3,0,0,0,1,0,1,0,0,2,2,0,8,3,5,2,0,0.19,0.19,0,0,0,0,1.53,59,78,235,470,0.38,369,61,-1,27
Pasquale Mazzocchi,27,806828400,1995/07/27,Serie A,2022/2023,Defender,Salernitana,1208,550,658,Italy,15,7,8,2,2,0,2,0,2,0,0,3,2,1,20,8,12,2,0,0.3,0.15,0.15,0.33,0,604,1.49,60,81,604,604,0.15,109,86,127,5
Patric,29,735030000,1993/04/17,Serie A,2022/2023,Defender,Lazio,754,406,348,Spain,10,5,5,0,0,0,0,0,0,0,0,6,2,4,4,4,0,0,0,0,0,0,0,0,0,0.48,189,75,0,0,0,378,382,2,12
Patrick Ciurria,27,792316800,1995/02/09,Serie A,2022/2023,Forward,Monza,1248,644,604,Italy,19,10,9,3,1,2,5,3,2,0,0,6,4,2,14,7,7,2,0,0.58,0.36,0.22,0.14,0.3,416,1.01,89,66,624,250,0.14,78,14,-1,5
Paul Pogba,29,732182400,1993/03/15,Serie A,2022/2023,Midfielder,Juventus,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Paulo Dybala,29,753350400,1993/11/15,Serie A,2022/2023,Forward,Roma,1099,439,660,Argentina,15,7,8,7,5,2,6,2,4,1,0,7,5,2,12,1,11,3,0,1.06,0.49,0.57,1.03,0.27,157,0.98,92,73,366,183,0.25,11,4,-1,1
Paweł Dawidowicz,27,800953200,1995/05/20,Serie A,2022/2023,Defender,Hellas Verona,749,459,290,Poland,11,7,4,1,1,0,0,0,0,0,0,2,2,0,12,9,3,6,1,0.12,0,0.12,0.2,0,749,1.44,62,68,107,0,0.84,136,364,118,5
Paweł Jaroszyński,28,781081200,1994/10/02,Serie A,2022/2023,Defender,Salernitana,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pedro Obiang,30,701683200,1992/03/27,Serie A,2022/2023,Midfielder,Sassuolo,564,228,336,Equatorial Guinea,10,5,5,0,0,0,1,1,0,0,0,2,2,0,9,3,6,1,0,0.16,0.16,0,0,0,0,1.44,63,56,564,564,0.16,255,79,-1,21
Pedro Rodriguez,35,554454000,1987/07/28,Serie A,2022/2023,Forward,Lazio,1084,502,582,Spain,19,9,10,3,1,2,2,1,1,0,0,10,4,6,11,6,5,1,0,0.42,0.17,0.25,0.18,0.31,361,0.91,99,57,1084,542,0.08,64,73,-1,6
Perr Schuurs,23,943603200,1999/11/26,Serie A,2022/2023,Defender,Torino,1115,660,455,Netherlands,15,9,6,0,0,0,2,1,1,0,0,3,3,0,12,5,7,3,0,0.16,0.16,0,0,0,0,0.97,93,74,372,558,0.24,262,77,50,22
Petar Stojanović,27,813049200,1995/10/07,Serie A,2022/2023,Defender,Empoli,1145,452,693,Slovenia,17,7,10,0,0,0,1,1,0,0,0,4,3,1,18,6,12,3,0,0.08,0.08,0,0,0,0,1.41,64,67,382,1145,0.24,342,153,112,24
Petar Zovko,20,1017043200,2002/03/25,Serie A,2022/2023,Goalkeeper,Spezia,72,72,0,Bosnia and Herzegovina,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.25,72,72,0,0,0,-1,-1,-1,10
Petko Hristov,23,920275200,1999/03/01,Serie A,2022/2023,Defender,Spezia,363,208,155,Bulgaria,9,5,4,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,1.98,45,40,0,0,0,340,338,160,21
Pierluigi Gollini,27,795513600,1995/03/18,Serie A,2022/2023,Goalkeeper,Napoli,270,180,90,Italy,3,2,1,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0.67,135,90,0,0,0,-1,-1,-1,22
Pierre Kalulu Kyatengwa,22,960188400,2000/06/05,Serie A,2022/2023,Defender,AC Milan,1575,808,767,France,21,10,11,1,1,0,0,0,0,0,0,4,2,2,28,15,13,2,0,0.06,0,0.06,0.11,0,1575,1.6,56,75,788,0,0.11,203,321,140,9
Pietro Boer,20,1021186800,2002/05/12,Serie A,2022/2023,Goalkeeper,Roma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pietro Candelari,18,1106294400,2005/01/21,Serie A,2022/2023,Midfielder,Spezia,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pietro Ceccaroni,27,819532800,1995/12/21,Serie A,2022/2023,Defender,Lecce,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pietro Pellegri,21,984816000,2001/03/17,Serie A,2022/2023,Forward,Torino,369,247,122,Italy,11,6,5,1,0,1,0,0,0,0,0,2,2,0,4,2,2,2,0,0.24,0,0.24,0,0.74,369,0.98,92,34,185,0,0.49,68,294,-1,6
Pietro Terracciano,32,636883200,1990/03/08,Serie A,2022/2023,Goalkeeper,Fiorentina,1620,810,810,Italy,18,9,9,0,0,0,0,0,0,0,0,2,1,1,23,13,10,1,0,0,0,0,0,0,0,1.28,70,90,1620,0,0.06,302,367,94,21
Piotr Zieliński,28,769417200,1994/05/20,Serie A,2022/2023,Midfielder,Napoli,1328,637,691,Poland,21,10,11,3,2,1,6,4,2,0,0,9,4,5,11,5,6,1,0,0.61,0.41,0.2,0.28,0.13,443,0.75,121,63,1328,221,0.07,86,10,-1,4
Przemyslaw Wisniewski,24,901522800,1998/07/27,Serie A,2022/2023,Defender,Spezia,4,4,0,Poland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,33
Rade Krunić,29,749977200,1993/10/07,Serie A,2022/2023,Midfielder,AC Milan,632,418,214,Bosnia and Herzegovina,10,6,4,0,0,0,1,0,1,0,0,2,1,1,11,9,2,3,0,0.14,0.14,0,0,0,0,1.57,57,63,211,632,0.43,324,98,-1,26
Rafael Alexandre Conceição Leão,23,928998000,1999/06/10,Serie A,2022/2023,Forward,AC Milan,1439,692,747,Portugal,20,9,11,8,5,3,5,3,2,0,0,4,2,2,21,10,11,6,1,0.81,0.31,0.5,0.65,0.36,180,1.31,69,72,240,288,0.38,18,20,-1,1
Rafael Tolói,32,655542000,1990/10/10,Serie A,2022/2023,Defender,Atalanta,1365,573,792,Brazil,16,7,9,1,0,1,1,1,0,0,0,7,2,5,14,7,7,3,0,0.13,0.07,0.07,0,0.11,1365,0.92,98,85,455,1365,0.2,189,165,41,12
Raimonds Krollis,21,1004252400,2001/10/28,Serie A,2022/2023,Forward,Spezia,14,14,0,Latvia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,14
Raoul Bellanova,22,958546800,2000/05/17,Serie A,2022/2023,Defender,Inter Milan,151,119,32,Italy,10,7,3,0,0,0,0,0,0,0,0,3,3,0,3,1,2,0,0,0,0,0,0,0,0,1.79,50,15,0,0,0,-1,-1,-1,20
Rasmus Winther Højlund,19,1044345600,2003/02/04,Serie A,2022/2023,Forward,Atalanta,864,347,517,Denmark,17,8,9,4,1,3,1,0,1,0,0,5,2,3,14,6,8,1,0,0.52,0.1,0.42,0.26,0.52,216,1.46,62,51,864,864,0.1,28,133,-1,3
Raul Moro Prescoli,20,1039075200,2002/12/05,Serie A,2022/2023,Forward,Lazio,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Răzvan Gabriel Marin,26,832834800,1996/05/23,Serie A,2022/2023,Midfielder,Empoli,1412,638,774,Romania,20,10,10,2,1,1,2,2,0,0,0,6,5,1,19,8,11,5,0,0.25,0.13,0.13,0.14,0.12,706,1.21,74,71,282,706,0.32,125,104,-1,4
Reda Boultam,24,888912000,1998/03/03,Serie A,2022/2023,Midfielder,Salernitana,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rémi Oudin,26,848304000,1996/11/18,Serie A,2022/2023,Forward,Lecce,299,150,149,France,14,6,8,0,0,0,0,0,0,0,0,3,0,3,2,2,0,1,0,0,0,0,0,0,0,0.6,150,21,299,0,0.3,235,207,-1,10
Ricardo Rodríguez,30,714726000,1992/08/25,Serie A,2022/2023,Defender,Torino,1278,601,677,Switzerland,18,8,10,0,0,0,0,0,0,0,0,4,3,1,12,3,9,0,0,0,0,0,0,0,0,0.85,107,71,0,0,0,292,291,28,19
Riccardo Marchizza,24,890899200,1998/03/26,Serie A,2022/2023,Defender,Sassuolo,105,59,46,Italy,4,3,1,0,0,0,1,1,0,0,0,2,2,0,1,0,1,0,0,0.86,0.86,0,0,0,0,0.86,105,26,0,105,0,-1,-1,-1,20
Riccardo Orsolini,25,854092800,1997/01/24,Serie A,2022/2023,Forward,Bologna,1147,620,527,Italy,18,11,7,5,3,2,3,1,2,1,0,3,3,0,20,6,14,4,1,0.63,0.24,0.39,0.44,0.34,229,1.57,57,64,229,382,0.39,30,43,-1,2
Riccardo Saponara,31,693302400,1991/12/21,Serie A,2022/2023,Midfielder,Fiorentina,723,326,397,Italy,17,9,8,2,2,0,2,1,1,0,0,4,2,2,11,6,5,3,0,0.5,0.25,0.25,0.55,0,362,1.37,66,43,241,362,0.37,66,40,-1,8
Riccardo Sottil,23,928393200,1999/06/03,Serie A,2022/2023,Forward,Fiorentina,434,322,112,Italy,7,4,3,0,0,0,2,2,0,0,0,3,2,1,3,3,0,1,0,0.41,0.41,0,0,0,0,0.62,145,62,434,217,0.21,299,9,-1,23
Rick Karsdorp,27,792489600,1995/02/11,Serie A,2022/2023,Defender,Roma,550,231,319,Netherlands,9,3,6,0,0,0,0,0,0,0,0,3,1,2,6,2,4,0,0,0,0,0,0,0,0,0.98,92,61,0,0,0,355,356,53,22
Roberto Gagliardini,28,765702000,1994/04/07,Serie A,2022/2023,Midfielder,Inter Milan,389,129,260,Italy,10,5,5,0,0,0,0,0,0,0,0,4,4,0,4,0,4,1,0,0,0,0,0,0,0,0.93,97,39,389,0,0.23,283,277,-1,19
Roberto Maximiliano Pereyra,32,663235200,1991/01/07,Serie A,2022/2023,Midfielder,Udinese,1559,763,796,Argentina,18,9,9,2,2,0,5,2,3,0,0,5,3,2,21,9,12,4,0,0.4,0.29,0.12,0.24,0,780,1.21,74,87,390,312,0.23,143,27,-1,4
Roberto Piccoli,21,980582400,2001/01/27,Serie A,2022/2023,Forward,Empoli,216,144,72,Italy,8,4,4,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,1.25,72,27,0,0,0,-1,-1,-1,12
Roberto Soriano,31,666000000,1991/02/08,Serie A,2022/2023,Midfielder,Bologna,1023,636,387,Italy,20,11,9,0,0,0,3,2,1,0,0,3,3,0,12,6,6,1,0,0.26,0.26,0,0,0,0,1.06,85,51,1023,341,0.09,391,39,-1,20
Robin Gosens,28,773391600,1994/07/05,Serie A,2022/2023,Defender,Inter Milan,343,178,165,Germany,18,10,8,1,1,0,0,0,0,0,0,6,6,0,4,0,4,1,0,0.26,0,0.26,0.51,0,343,1.05,86,19,343,0,0.26,62,275,61,12
Rodrigo Nascimiento Franca,27,822038400,1996/01/19,Serie A,2022/2023,Defender,Udinese,1323,630,693,Brazil,15,7,8,1,0,1,1,0,1,0,0,5,3,2,14,5,9,6,0,0.14,0.07,0.07,0,0.13,1323,0.95,95,88,221,1323,0.41,188,175,46,9
Roger Ibanez da Silva,24,911808000,1998/11/23,Serie A,2022/2023,Defender,Roma,1800,810,990,Brazil,20,9,11,3,2,1,0,0,0,0,0,7,4,3,18,5,13,5,0,0.15,0,0.15,0.22,0.09,600,0.9,100,90,360,0,0.25,114,357,36,3
Rogério Oliveira da Silva,25,884678400,1998/01/13,Serie A,2022/2023,Defender,Sassuolo,1650,678,972,Brazil,20,9,11,0,0,0,2,1,1,0,0,6,4,2,25,6,19,5,0,0.11,0.11,0,0,0,0,1.36,66,83,330,825,0.27,252,116,103,24
Rolando Mandragora,25,867567600,1997/06/29,Serie A,2022/2023,Midfielder,Fiorentina,915,326,589,Italy,15,6,9,1,1,0,1,1,0,0,0,3,1,2,9,4,5,5,0,0.2,0.1,0.1,0.28,0,915,0.89,102,61,183,915,0.49,156,135,-1,11
Romano Floriani,19,1043654400,2003/01/27,Serie A,2022/2023,Defender,Lazio,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Romelu Lukaku,29,737276400,1993/05/13,Serie A,2022/2023,Forward,Inter Milan,392,186,206,Belgium,9,5,4,1,0,1,1,1,0,0,0,4,4,0,2,0,2,0,0,0.46,0.23,0.23,0,0.44,392,0.46,196,44,0,392,0,69,48,-1,11
Ronaldo Vieira Nan,24,900831600,1998/07/19,Serie A,2022/2023,Midfielder,Torino,828,428,400,England,17,9,8,0,0,0,0,0,0,0,0,2,2,0,14,6,8,3,0,0,0,0,0,0,0,1.52,59,49,276,0,0.33,310,305,-1,24
Ruan Tressoldi Neto,23,928738800,1999/06/07,Serie A,2022/2023,Defender,Sassuolo,504,314,190,Brazil,8,5,3,0,0,0,0,0,0,0,0,1,1,0,6,3,3,5,1,0,0,0,0,0,0,1.07,84,63,84,0,1.07,257,223,68,19
Rui Pedro dos Santos Patrício,34,571910400,1988/02/15,Serie A,2022/2023,Goalkeeper,Roma,1890,900,990,Portugal,21,10,11,0,0,0,0,0,0,0,0,8,5,3,18,5,13,1,0,0,0,0,0,0,0,0.86,105,90,1890,0,0.05,352,354,31,11
Ruslan Malinovskiy,29,736498800,1993/05/04,Serie A,2022/2023,Midfielder,Atalanta,545,262,283,Ukraine,15,7,8,1,1,0,2,0,2,0,0,6,1,5,8,4,4,2,0,0.5,0.33,0.17,0.34,0,545,1.32,68,36,273,273,0.33,103,16,-1,10
Salomon Sambia,26,842079600,1996/09/07,Serie A,2022/2023,Midfielder,Salernitana,308,214,94,France,9,5,4,0,0,0,0,0,0,0,0,1,1,0,6,5,1,2,0,0,0,0,0,0,0,1.75,51,34,154,0,0.58,349,351,-1,22
Salvador Ferrer,25,885369600,1998/01/21,Serie A,2022/2023,Defender,Spezia,90,77,13,Spain,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,2,45,45,0,0,0,-1,-1,-1,12
Salvatore Esposito,22,970902000,2000/10/07,Serie A,2022/2023,Midfielder,Spezia,141,130,11,Italy,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,2.55,35,47,141,0,0.64,-1,-1,-1,8
Salvatore Molina,31,694252800,1992/01/01,Serie A,2022/2023,Defender,Monza,226,94,132,Italy,5,2,3,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,0,0,0,0,0,0,0,1.99,45,45,226,0,0.4,-1,-1,-1,22
Salvatore Sirigu,36,537436800,1987/01/12,Serie A,2022/2023,Goalkeeper,Fiorentina,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,12
Sam Lammers,25,862383600,1997/04/30,Serie A,2022/2023,Forward,Sampdoria,1371,636,735,Netherlands,20,9,11,1,0,1,2,1,1,0,0,5,4,1,18,6,12,0,0,0.2,0.13,0.07,0,0.12,1371,1.18,76,69,0,686,0,192,102,-1,6
Samir Handanovič,38,458636400,1984/07/14,Serie A,2022/2023,Goalkeeper,Inter Milan,720,360,360,Slovenia,8,4,4,0,0,0,0,0,0,0,0,2,2,0,11,2,9,0,0,0,0,0,0,0,0,1.38,65,90,0,0,0,280,272,104,18
Samir Ujkani,34,584089200,1988/07/05,Serie A,2022/2023,Goalkeeper,Empoli,0,0,0,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Samuel Di Carmine,34,591519600,1988/09/29,Serie A,2022/2023,Forward,Cremonese,26,0,26,Italy,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.46,26,13,0,0,0,-1,-1,-1,19
Samuel Iling,19,1065250800,2003/10/04,Serie A,2022/2023,Midfielder,Juventus,99,49,50,England,6,2,4,0,0,0,1,0,1,0,0,4,1,3,0,0,0,1,0,0.91,0.91,0,0,0,0,0,0,17,99,99,0.91,-1,-1,-1,13
Samuel Umtiti,29,753264000,1993/11/14,Serie A,2022/2023,Defender,Lecce,855,366,489,France,11,5,6,0,0,0,0,0,0,0,0,3,0,3,10,6,4,4,0,0,0,0,0,0,0,1.05,86,78,214,0,0.42,223,257,62,11
Samuele Angori,19,1065510000,2003/10/07,Serie A,2022/2023,Defender,Empoli,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Samuele Birindelli,23,932367600,1999/07/19,Serie A,2022/2023,Defender,Monza,878,516,362,Italy,18,10,8,0,0,0,1,0,1,0,0,5,3,2,17,11,6,3,0,0.1,0.1,0,0,0,0,1.74,52,49,293,878,0.31,288,131,153,27
Samuele Perisan,25,872146800,1997/08/21,Serie A,2022/2023,Goalkeeper,Empoli,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Samuele Ricci,21,998377200,2001/08/21,Serie A,2022/2023,Midfielder,Torino,1199,556,643,Italy,15,7,8,1,0,1,1,0,1,0,0,4,3,1,9,3,6,4,0,0.15,0.08,0.08,0,0.14,1199,0.68,133,80,300,1199,0.3,173,160,-1,7
Samuele Vignato,18,1077609600,2004/02/24,Serie A,2022/2023,Forward,Monza,14,6,8,Italy,3,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,21
Sandi Lovric,24,891072000,1998/03/28,Serie A,2022/2023,Midfielder,Udinese,1049,458,591,Slovenia,20,9,11,2,1,1,1,0,1,0,0,6,3,3,13,6,7,2,0,0.26,0.09,0.17,0.2,0.15,525,1.12,81,52,525,1049,0.17,102,148,-1,3
Sandro Tonali,22,957769200,2000/05/08,Serie A,2022/2023,Midfielder,AC Milan,1479,663,816,Italy,18,8,10,2,0,2,4,3,1,0,0,4,2,2,23,12,11,6,0,0.37,0.24,0.12,0,0.22,740,1.4,64,82,247,370,0.37,138,45,-1,8
Santiago Ascacibar,25,856857600,1997/02/25,Serie A,2022/2023,Midfielder,Cremonese,725,325,400,Argentina,13,5,8,0,0,0,0,0,0,0,0,1,1,0,10,4,6,1,0,0,0,0,0,0,0,1.24,73,56,725,0,0.12,374,377,-1,23
Saša Lukić,26,839919600,1996/08/13,Serie A,2022/2023,Midfielder,Torino,1194,605,589,Serbia,16,8,8,2,1,1,0,0,0,1,0,2,2,0,17,5,12,4,0,0.15,0,0.15,0.15,0.15,597,1.28,70,75,299,0,0.3,110,226,-1,5
Sebastian John Wade Gardiner,19,1049871600,2003/04/09,Serie A,2022/2023,Defender,Torino,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
